PlayKey,time,event,x,y,dir,dis,o,s
26624-1-9,21.9,,22.93,33.8,145.1,0.1,62.45,1.06
26624-1-9,22,,23,33.71,145.41,0.11,63.02,1.08
26624-1-9,22.1,,23.06,33.62,145.41,0.11,63.48,1.1
26624-1-9,22.2,,23.14,33.53,145.01,0.12,63.8,1.11
26624-1-9,22.3,,23.2,33.43,144.66,0.12,63.92,1.11
26624-1-9,22.4,,23.27,33.33,144.43,0.12,63.91,1.11
26624-1-9,22.5,,23.32,33.24,144.44,0.11,63.81,1.11
26624-1-9,22.6,,23.38,33.15,145.04,0.1,63.55,1.11
26624-1-9,22.7,,23.43,33.07,145.22,0.1,63.14,1.11
26624-1-9,22.8,,23.49,32.97,144.94,0.11,62.77,1.11
26624-1-9,22.9,penalty_flag,23.54,32.88,144.85,0.11,62.56,1.12
26624-1-9,23,,23.6,32.78,144.79,0.11,62.56,1.12
26624-1-9,23.1,,23.67,32.7,144.74,0.11,62.59,1.12
26624-1-9,23.2,,23.75,32.61,144.45,0.12,62.45,1.1
26624-1-9,23.3,,23.82,32.52,144.21,0.11,62.18,1.1
26624-1-9,23.4,,23.88,32.43,143.8,0.11,61.81,1.1
26624-1-9,23.5,,23.95,32.34,143.41,0.11,61.39,1.1
26624-1-9,23.6,,24.02,32.25,143.01,0.11,60.8,1.1
26624-1-9,23.7,,24.09,32.16,142.41,0.11,60.05,1.1
26624-1-9,23.8,,24.16,32.06,141.47,0.12,59.21,1.1
26624-1-9,23.9,,24.23,31.97,141.26,0.11,58.22,1.1
26624-1-9,24,,24.3,31.89,141.44,0.11,57,1.1
26624-1-9,24.1,,24.36,31.81,141.65,0.1,55.56,1.1
26624-1-9,24.2,,24.42,31.73,141.8,0.1,53.94,1.09
26624-1-9,24.3,,24.49,31.65,142.09,0.11,52.33,1.09
26624-1-9,24.4,,24.55,31.57,142.18,0.11,50.73,1.09
26624-1-9,24.5,,24.63,31.48,142.63,0.11,49.05,1.08
26624-1-9,24.6,,24.69,31.4,143.2,0.1,47.42,1.07
26624-1-9,24.7,,24.77,31.33,143.42,0.1,45.86,1.05
26624-1-9,24.8,,24.84,31.24,143.58,0.11,44.51,1.05
26624-1-9,24.9,,24.9,31.15,144.05,0.11,43.31,1.05
26624-1-9,25,,24.97,31.06,144.8,0.11,42.22,1.06
26624-1-9,25.1,,25.03,30.97,145.18,0.11,41.21,1.06
26624-1-9,25.2,,25.09,30.88,145.5,0.11,40.22,1.06
26624-1-9,25.3,,25.15,30.79,146.01,0.1,39.4,1.06
26624-1-9,25.4,,25.19,30.71,146.56,0.1,39.03,1.06
26624-1-9,25.5,,25.24,30.62,147.19,0.1,39.02,1.07
26624-1-9,25.6,,25.29,30.54,148.35,0.1,39.37,1.08
26624-1-9,25.7,,25.35,30.45,149.01,0.1,40.23,1.09
26624-1-9,25.8,,25.41,30.36,149.32,0.12,41.57,1.08
26624-1-9,25.9,,25.46,30.26,149.37,0.11,43.29,1.08
26624-1-9,26,,25.51,30.17,149.6,0.1,45.18,1.07
26624-1-9,26.1,,25.56,30.08,149.18,0.11,47.29,1.06
26624-1-9,26.2,,25.62,29.99,148.79,0.11,49.56,1.05
26624-1-9,26.3,,25.68,29.89,148.02,0.11,51.87,1.05
26624-1-9,26.4,,25.74,29.79,147.11,0.12,54.18,1.04
26624-1-9,26.5,,25.79,29.68,146.45,0.12,56.17,1.04
26624-1-9,26.6,,25.84,29.57,145.72,0.12,57.57,1.03
26624-1-9,26.7,,25.9,29.47,144.67,0.11,58.36,1.01
26624-1-9,26.8,,25.96,29.39,142.82,0.1,58.45,0.99
26624-1-9,26.9,,26.01,29.31,140.89,0.1,57.66,0.97
26624-1-9,27,,26.07,29.24,138.56,0.09,56.13,0.96
26624-1-9,27.1,,26.13,29.17,137.19,0.09,54.23,0.95
26624-1-9,27.2,,26.19,29.11,136.22,0.09,52.11,0.95
26624-1-9,27.3,,26.26,29.04,135.01,0.09,49.68,0.94
26624-1-9,27.4,,26.32,28.98,133.09,0.09,47.02,0.93
26624-1-9,27.5,,26.39,28.92,131.39,0.09,44.27,0.92
26624-1-9,27.6,,26.46,28.87,129.62,0.08,41.44,0.91
26624-1-9,27.7,,26.53,28.84,128.2,0.08,38.61,0.91
26624-1-9,27.8,,26.61,28.81,126.94,0.08,35.81,0.92
26624-1-9,27.9,,26.7,28.79,125.91,0.1,33.07,0.93
26624-1-9,28,,26.78,28.73,125.62,0.1,30.58,0.94
26624-1-9,28.1,,26.85,28.66,125.46,0.1,28.42,0.94
26624-1-9,28.2,,26.93,28.59,125.12,0.1,26.41,0.95
26624-1-9,28.3,,27.01,28.53,125.04,0.1,24.39,0.95
26624-1-9,28.4,,27.09,28.47,125.11,0.1,22.32,0.96
26624-1-9,28.5,,27.17,28.43,124.99,0.09,20.39,0.97
26624-1-9,28.6,,27.25,28.38,125.03,0.1,18.57,0.99
26624-1-9,28.7,,27.33,28.31,125.95,0.11,16.94,1
26624-1-9,28.8,,27.42,28.26,127.25,0.1,15.48,1.01
26624-1-9,28.9,,27.5,28.19,127.32,0.1,14.23,1.01
26624-1-9,29,,27.58,28.12,127.33,0.1,13.13,1.01
26624-1-9,29.1,,27.65,28.06,127.2,0.09,12.04,1
26624-1-9,29.2,,27.72,28,127.45,0.1,10.93,1
26624-1-9,29.3,,27.81,27.93,127.05,0.11,9.7,0.98
26624-1-9,29.4,,27.89,27.87,126.83,0.11,8.16,0.97
26624-1-9,29.5,,27.99,27.82,126.1,0.1,6.08,0.95
26624-1-9,29.6,,28.07,27.75,124.46,0.11,3.52,0.92
26624-1-9,29.7,,28.16,27.68,123.09,0.11,0.32,0.89
26624-1-9,29.8,,28.23,27.62,120.59,0.1,356.54,0.85
26624-1-9,29.9,,28.3,27.56,117.65,0.1,352.08,0.82
26624-1-9,30,,28.37,27.5,114.52,0.09,347.09,0.78
26624-1-9,30.1,,28.44,27.44,110.8,0.09,341.4,0.74
26624-1-9,30.2,,28.5,27.4,106.87,0.07,335.09,0.7
26624-1-9,30.3,,28.57,27.38,102.84,0.07,328.14,0.66
26624-1-9,30.4,,28.63,27.37,98.69,0.07,320.6,0.62
26624-1-9,30.5,,28.7,27.37,92.89,0.07,312.68,0.58
26624-1-9,30.6,,28.76,27.39,86.5,0.06,304.64,0.54
26624-1-9,30.7,,28.82,27.41,79.58,0.06,296.62,0.51
26624-1-9,30.8,,28.88,27.44,71.24,0.07,288.7,0.49
26624-1-9,30.9,,28.92,27.48,61.43,0.06,280.97,0.46
26624-1-9,31,,28.97,27.52,50.77,0.06,273.53,0.45
26624-1-9,31.1,,29.01,27.57,41.09,0.06,266.63,0.45
26624-1-9,31.2,,29.04,27.61,31.94,0.06,260.21,0.46
26624-1-9,31.3,,29.08,27.65,23.39,0.06,254.46,0.47
26624-1-9,31.4,,29.11,27.7,14.53,0.06,249.36,0.49
26624-1-9,31.5,,29.13,27.74,6.5,0.05,245.08,0.52
26624-1-9,31.6,,29.14,27.79,359.71,0.05,241.65,0.56
26624-1-9,31.7,,29.13,27.84,353.47,0.05,239,0.6
26624-1-9,31.8,,29.1,27.9,348.61,0.06,236.98,0.64
26624-1-9,31.9,,29.07,27.95,344.31,0.06,235.46,0.68
26624-1-9,32,,29.04,28.01,340.74,0.07,234.43,0.73
26624-1-9,32.1,,29,28.07,337.61,0.07,233.83,0.78
26624-1-9,32.2,penalty_flag,28.97,28.15,335.19,0.08,233.44,0.84
26624-1-9,32.3,,28.92,28.23,333.15,0.09,233.03,0.9
26624-1-9,32.4,,28.86,28.32,331.28,0.11,232.59,0.96
26624-1-9,32.5,,28.81,28.42,329.43,0.11,232.05,1.02
26624-1-9,32.6,,28.75,28.52,328.25,0.11,231.45,1.07
26624-1-9,32.7,,28.7,28.61,327.78,0.11,230.61,1.11
26624-1-9,32.8,,28.63,28.71,327.48,0.11,229.52,1.16
26624-1-9,32.9,,28.57,28.81,327.03,0.12,228.26,1.2
26624-1-9,33,,28.51,28.91,326.66,0.12,226.89,1.25
26624-1-9,33.1,,28.44,29.03,326.1,0.13,225.64,1.29
26624-1-9,33.2,,28.38,29.15,325.67,0.14,224.47,1.32
26624-1-9,33.3,,28.29,29.26,325.29,0.14,223.47,1.35
26624-1-9,33.4,,28.2,29.37,324.73,0.14,222.86,1.37
26624-1-9,33.5,,28.12,29.47,324.4,0.14,222.68,1.4
26624-1-9,33.6,,28.03,29.59,324.15,0.14,222.76,1.42
26624-1-9,33.7,,27.95,29.7,324.04,0.15,222.93,1.45
26624-1-9,33.8,,27.86,29.83,323.8,0.15,223.28,1.47
26624-1-9,33.9,,27.77,29.95,323.5,0.15,223.94,1.49
26624-1-9,34,,27.68,30.07,322.89,0.15,224.87,1.51
26624-1-9,34.1,,27.58,30.19,322.38,0.15,225.97,1.52
26624-1-9,34.2,,27.48,30.31,322.18,0.16,227.21,1.53
26624-1-9,34.3,,27.39,30.43,322.29,0.16,228.49,1.54
26624-1-9,34.4,,27.29,30.56,322.39,0.16,229.72,1.55
26624-1-9,34.5,,27.2,30.69,322.34,0.16,230.69,1.56
26624-1-9,34.6,,27.1,30.82,322.19,0.16,231.25,1.56
26624-1-9,34.7,,27.01,30.95,322.14,0.16,231.54,1.55
26624-1-9,34.8,penalty_flag,26.91,31.07,321.86,0.16,231.74,1.55
26624-1-9,34.9,,26.81,31.19,321.75,0.15,232.15,1.54
26624-1-9,35,,26.71,31.31,321.75,0.16,232.65,1.53
26624-1-9,35.1,,26.61,31.44,321.71,0.16,233.2,1.52
26624-1-9,35.2,,26.51,31.56,321.76,0.15,233.73,1.5
26624-1-9,35.3,,26.42,31.68,321.84,0.15,234.29,1.48
26624-1-9,35.4,,26.32,31.81,321.96,0.16,234.68,1.46
26624-1-9,35.5,,26.23,31.93,321.97,0.15,234.88,1.43
26624-1-9,35.6,,26.14,32.04,321.41,0.14,235.03,1.4
26624-1-9,35.7,,26.05,32.14,321.67,0.14,235.35,1.36
26624-1-9,35.8,,25.96,32.25,321.94,0.14,235.96,1.33
26624-1-10,0,,15.99,22.07,353.24,0.06,264.59,0.6
26624-1-10,0.1,huddle_start_offense,15.98,22.12,351.92,0.06,265.97,0.57
26624-1-10,0.2,,15.98,22.18,350.8,0.06,266.72,0.53
26624-1-10,0.3,,15.98,22.23,350.94,0.05,266.5,0.49
26624-1-10,0.4,,15.98,22.28,352.05,0.05,265.69,0.45
26624-1-10,0.5,,15.97,22.33,352.39,0.05,264.66,0.4
26624-1-10,0.6,,15.96,22.37,350.84,0.04,263.8,0.36
26624-1-10,0.7,,15.94,22.41,347.75,0.04,262.74,0.31
26624-1-10,0.8,,15.92,22.43,344.43,0.03,260.87,0.28
26624-1-10,0.9,,15.9,22.45,340.37,0.03,258.21,0.25
26624-1-10,1,,15.87,22.46,338.22,0.04,255.09,0.22
26624-1-10,1.1,,15.84,22.47,334.17,0.02,251.79,0.19
26624-1-10,1.2,,15.85,22.48,329.66,0.01,248.45,0.17
26624-1-10,1.3,,15.86,22.49,324.25,0.02,245.31,0.15
26624-1-10,1.4,,15.87,22.49,318.67,0.01,242.41,0.12
26624-1-10,1.5,,15.86,22.49,311.7,0.01,239.97,0.1
26624-1-10,1.6,,15.85,22.49,304.38,0.01,237.81,0.09
26624-1-10,1.7,,15.85,22.49,300.14,0.01,235.78,0.07
26624-1-10,1.8,,15.84,22.49,295.97,0.01,233.64,0.05
26624-1-10,1.9,,15.84,22.49,304.77,0.01,231.58,0.03
26624-1-10,2,,15.83,22.49,318.83,0.01,229.99,0.02
26624-1-10,2.1,,15.83,22.49,302.6,0,228.96,0.02
26624-1-10,2.2,,15.82,22.5,283.26,0,228.13,0.02
26624-1-10,2.3,,15.82,22.5,278.43,0,227.28,0.03
26624-1-10,2.4,,15.82,22.5,281.93,0,226.36,0.02
26624-1-10,2.5,,15.82,22.5,288.39,0,225.38,0.02
26624-1-10,2.6,,15.82,22.5,292.27,0,224.33,0.02
26624-1-10,2.7,,15.82,22.5,295.01,0,223.14,0.01
26624-1-10,2.8,,15.82,22.5,292.09,0,221.82,0.01
26624-1-10,2.9,,15.82,22.5,291.68,0,220.42,0.01
26624-1-10,3,,15.82,22.5,287.3,0,218.96,0.01
26624-1-10,3.1,,15.82,22.5,283.46,0,217.64,0.01
26624-1-10,3.2,,15.82,22.5,281.06,0,216.56,0.01
26624-1-10,3.3,,15.82,22.5,278.34,0,215.71,0.01
26624-1-10,3.4,,15.82,22.5,275.73,0,215.08,0.02
26624-1-10,3.5,,15.82,22.5,273.6,0,214.67,0.02
26624-1-10,3.6,,15.82,22.5,271.47,0,214.48,0.02
26624-1-10,3.7,,15.82,22.5,268.4,0,214.52,0.03
26624-1-10,3.8,,15.81,22.5,265.1,0,214.79,0.05
26624-1-10,3.9,,15.81,22.5,260.35,0,215.28,0.07
26624-1-10,4,,15.8,22.5,254.99,0,216.01,0.09
26624-1-10,4.1,,15.8,22.5,247.85,0,217.09,0.09
26624-1-10,4.2,,15.8,22.5,236.06,0,218.76,0.09
26624-1-10,4.3,,15.79,22.5,225.05,0.01,221.44,0.09
26624-1-10,4.4,,15.78,22.5,212.33,0.01,225.28,0.08
26624-1-10,4.5,,15.77,22.5,198.76,0.01,229.89,0.08
26624-1-10,4.6,,15.76,22.49,192.18,0.01,234.74,0.08
26624-1-10,4.7,,15.74,22.49,185.25,0.02,239.56,0.09
26624-1-10,4.8,,15.7,22.48,177.18,0.04,244.22,0.09
26624-1-10,4.9,,15.67,22.46,168.7,0.04,248.66,0.1
26624-1-10,5,,15.67,22.44,161.42,0.02,252.85,0.11
26624-1-10,5.1,,15.69,22.41,154.55,0.03,257.11,0.1
26624-1-10,5.2,,15.71,22.39,146.04,0.03,261.36,0.1
26624-1-10,5.3,,15.74,22.37,135.5,0.04,265.37,0.1
26624-1-10,5.4,,15.77,22.36,122.5,0.03,268.96,0.11
26624-1-10,5.5,,15.79,22.35,113.17,0.01,271.73,0.1
26624-1-10,5.6,,15.8,22.34,109.36,0.02,273.29,0.08
26624-1-10,5.7,,15.82,22.33,101.16,0.02,273.95,0.08
26624-1-10,5.8,,15.84,22.32,89.13,0.02,274.32,0.11
26624-1-10,5.9,,15.86,22.32,77.64,0.02,274.53,0.1
26624-1-10,6,,15.88,22.33,54.88,0.02,274.56,0.09
26624-1-10,6.1,,15.89,22.35,20.26,0.02,274.33,0.08
26624-1-10,6.2,,15.91,22.37,351.95,0.03,273.99,0.1
26624-1-10,6.3,,15.94,22.39,333.03,0.04,273.11,0.13
26624-1-10,6.4,,15.92,22.42,317.42,0.03,271.71,0.18
26624-1-10,6.5,,15.87,22.44,313.67,0.06,269.88,0.23
26624-1-10,6.6,,15.84,22.45,311.79,0.02,267.69,0.29
26624-1-10,6.7,,15.86,22.46,310.44,0.02,265.21,0.34
26624-1-10,6.8,,15.85,22.48,309.7,0.02,262.42,0.4
26624-1-10,6.9,,15.81,22.49,308.72,0.04,259.36,0.46
26624-1-10,7,huddle_break_offense,15.76,22.52,307.68,0.06,256.18,0.52
26624-1-10,7.1,,15.72,22.55,306.99,0.05,253.3,0.58
26624-1-10,7.2,,15.67,22.58,306.01,0.06,250.77,0.64
26624-1-10,7.3,,15.57,22.59,304.95,0.1,248.35,0.67
26624-1-10,7.4,,15.5,22.63,306.36,0.08,245.72,0.7
26624-1-10,7.5,,15.43,22.67,307.07,0.08,242.94,0.73
26624-1-10,7.6,,15.37,22.72,306.4,0.08,240.2,0.78
26624-1-10,7.7,,15.31,22.78,306.04,0.08,237.45,0.82
26624-1-10,7.8,,15.23,22.85,305.91,0.1,234.39,0.84
26624-1-10,7.9,,15.15,22.92,305.83,0.11,230.99,0.86
26624-1-10,8,,15.08,23,304.89,0.1,227.44,0.88
26624-1-10,8.1,,15.01,23.07,304.24,0.09,223.83,0.88
26624-1-10,8.2,,14.93,23.12,304.93,0.09,220.14,0.88
26624-1-10,8.3,,14.86,23.19,304.64,0.1,216.09,0.88
26624-1-10,8.4,,14.79,23.24,303.9,0.09,211.83,0.88
26624-1-10,8.5,,14.72,23.3,302.97,0.09,207.77,0.89
26624-1-10,8.6,,14.65,23.34,301.82,0.08,204.02,0.9
26624-1-10,8.7,,14.58,23.39,300.39,0.08,200.59,0.89
26624-1-10,8.8,,14.5,23.43,299.1,0.09,197.23,0.87
26624-1-10,8.9,,14.42,23.45,297.52,0.08,193.96,0.85
26624-1-10,9,,14.35,23.47,295.66,0.08,190.99,0.83
26624-1-10,9.1,,14.27,23.5,294.6,0.08,188.29,0.81
26624-1-10,9.2,,14.19,23.53,293.47,0.09,185.77,0.79
26624-1-10,9.3,,14.11,23.56,292.36,0.09,183.43,0.76
26624-1-10,9.4,,14.03,23.59,290.98,0.09,181.28,0.74
26624-1-10,9.5,,13.94,23.63,289.9,0.1,179.28,0.71
26624-1-10,9.6,,13.85,23.66,288.96,0.09,177.38,0.67
26624-1-10,9.7,,13.78,23.68,287.59,0.08,175.52,0.62
26624-1-10,9.8,,13.72,23.7,286.69,0.06,173.63,0.58
26624-1-10,9.9,,13.66,23.71,286.45,0.06,171.94,0.55
26624-1-10,10,,13.61,23.72,286.23,0.05,170.65,0.5
26624-1-10,10.1,,13.56,23.75,285.44,0.06,169.76,0.46
26624-1-10,10.2,,13.52,23.77,284.52,0.04,169.06,0.41
26624-1-10,10.3,line_set,13.48,23.77,283.12,0.04,168.39,0.36
26624-1-10,10.4,,13.46,23.78,281.58,0.02,167.92,0.31
26624-1-10,10.5,,13.45,23.77,280.77,0.01,167.66,0.26
26624-1-10,10.6,,13.43,23.77,279.34,0.02,167.58,0.22
26624-1-10,10.7,,13.42,23.75,277.8,0.02,167.66,0.18
26624-1-10,10.8,,13.41,23.75,276.79,0.01,167.82,0.15
26624-1-10,10.9,,13.4,23.75,275.92,0,168.02,0.12
26624-1-10,11,,13.4,23.75,267.39,0,168.37,0.09
26624-1-10,11.1,,13.4,23.75,258.47,0,168.67,0.07
26624-1-10,11.2,,13.4,23.74,248.5,0.01,168.79,0.05
26624-1-10,11.3,,13.4,23.74,237.46,0,168.79,0.04
26624-1-10,11.4,,13.4,23.74,229.61,0,168.87,0.03
26624-1-10,11.5,,13.39,23.75,223.02,0,169.06,0.02
26624-1-10,11.6,,13.39,23.75,211.58,0,169.21,0.01
26624-1-10,11.7,,13.39,23.75,185.47,0,169.29,0.01
26624-1-10,11.8,,13.4,23.74,169.41,0,169.31,0.01
26624-1-10,11.9,,13.4,23.74,163.94,0,169.32,0.01
26624-1-10,12,,13.4,23.74,155.43,0,169.35,0.01
26624-1-10,12.1,,13.4,23.74,136.24,0,169.42,0.01
26624-1-10,12.2,,13.4,23.74,129.6,0,169.52,0.01
26624-1-10,12.3,,13.4,23.74,131.99,0,169.65,0.01
26624-1-10,12.4,,13.4,23.73,131.96,0,169.8,0.01
26624-1-10,12.5,,13.4,23.73,124.98,0,169.98,0.01
26624-1-10,12.6,,13.4,23.73,113.94,0,170.19,0
26624-1-10,12.7,,13.4,23.73,99.06,0,170.42,0
26624-1-10,12.8,,13.4,23.73,58.93,0,170.68,0
26624-1-10,12.9,,13.4,23.73,19.23,0,170.95,0
26624-1-10,13,,13.4,23.73,8.12,0,171.23,0.01
26624-1-10,13.1,,13.4,23.73,5.25,0,171.52,0.01
26624-1-10,13.2,,13.4,23.74,3.57,0,171.81,0.02
26624-1-10,13.3,,13.4,23.74,2.24,0,172.1,0.02
26624-1-10,13.4,,13.4,23.74,1.47,0,172.37,0.03
26624-1-10,13.5,,13.4,23.74,1.3,0,172.64,0.03
26624-1-10,13.6,,13.4,23.74,1.94,0,172.9,0.03
26624-1-10,13.7,,13.4,23.75,3.37,0,173.14,0.04
26624-1-10,13.8,,13.4,23.75,5.73,0,173.36,0.04
26624-1-10,13.9,,13.4,23.76,9.23,0.01,173.56,0.04
26624-1-10,14,,13.4,23.76,14.29,0.01,173.74,0.04
26624-1-10,14.1,,13.4,23.77,23.23,0.01,173.91,0.05
26624-1-10,14.2,,13.4,23.77,44.03,0.01,174.06,0.08
26624-1-10,14.3,,13.4,23.78,59.71,0.01,174.22,0.24
26624-1-10,14.4,,13.4,23.79,62.89,0.01,174.37,0.48
26624-1-10,14.5,,13.41,23.79,63.03,0.01,174.59,0.73
26624-1-10,14.6,,13.41,23.8,62.58,0.01,175.01,0.95
26624-1-10,14.7,,13.41,23.8,61.61,0.01,176.66,1.15
26624-1-10,14.8,ball_snap,13.42,23.81,60.3,0.01,180.98,1.36
26624-1-10,14.9,,13.42,23.81,59.2,0.01,186.93,1.57
26624-1-10,15,,13.44,23.82,58.36,0.02,193.58,1.77
26624-1-10,15.1,,13.5,23.84,57.73,0.07,201.88,1.98
26624-1-10,15.2,,13.77,23.96,57.23,0.29,213.98,2.17
26624-1-10,15.3,,14.17,24.14,56.82,0.44,232.39,2.36
26624-1-10,15.4,,14.57,24.34,56.61,0.45,257.07,2.55
26624-1-10,15.5,,14.92,24.53,56.46,0.4,280.24,2.71
26624-1-10,15.6,,15.23,24.74,56.27,0.37,296.05,2.86
26624-1-10,15.7,,15.53,24.97,55.95,0.38,304.32,2.97
26624-1-10,15.8,,15.83,25.21,55.66,0.38,308.73,3.07
26624-1-10,15.9,,16.12,25.44,55.42,0.38,312.43,3.15
26624-1-10,16,,16.41,25.67,55.07,0.37,315.08,3.18
26624-1-10,16.1,,16.69,25.89,54.26,0.36,314.95,3.07
26624-1-10,16.2,,16.96,26.11,53,0.35,311.51,2.88
26624-1-10,16.3,,17.23,26.31,51.72,0.33,305.99,2.67
26624-1-10,16.4,,17.48,26.5,50.63,0.31,299.62,2.47
26624-1-10,16.5,,17.69,26.66,49.76,0.27,292.94,2.29
26624-1-10,16.6,,17.85,26.8,49.14,0.21,286.27,2.08
26624-1-10,16.7,,17.99,26.93,48.51,0.19,280.52,1.87
26624-1-10,16.8,,18.1,27.03,47.8,0.15,275.61,1.66
26624-1-10,16.9,,18.19,27.12,47.13,0.13,271.92,1.46
26624-1-10,17,,18.26,27.19,46.33,0.1,269.35,1.27
26624-1-10,17.1,,18.3,27.25,45.21,0.08,267.14,1.08
26624-1-10,17.2,,18.34,27.31,43.4,0.07,265.35,0.9
26624-1-10,17.3,,18.36,27.36,41.05,0.06,263.74,0.73
26624-1-10,17.4,,18.37,27.4,38.59,0.04,262,0.59
26624-1-10,17.5,,18.36,27.42,36.96,0.02,259.93,0.47
26624-1-10,17.6,,18.35,27.44,34.83,0.02,257.19,0.35
26624-1-10,17.7,,18.34,27.45,34.18,0.02,253.74,0.25
26624-1-10,17.8,,18.34,27.46,40.59,0.01,249.79,0.16
26624-1-10,17.9,,18.34,27.47,73.84,0.01,245.29,0.09
26624-1-10,18,,18.34,27.48,127.25,0.01,240.28,0.11
26624-1-10,18.1,,18.34,27.49,149.83,0.01,234.72,0.16
26624-1-10,18.2,,18.35,27.49,159.96,0.01,228.3,0.23
26624-1-10,18.3,,18.35,27.49,165.07,0.01,221.32,0.3
26624-1-10,18.4,pass_forward,18.35,27.47,166.16,0.01,214.53,0.36
26624-1-10,18.5,,18.35,27.45,165.63,0.02,208.83,0.41
26624-1-10,18.6,,18.36,27.41,165.13,0.05,204.76,0.45
26624-1-10,18.7,,18.38,27.33,165.81,0.08,202.03,0.5
26624-1-10,18.8,,18.41,27.23,167.28,0.1,200.56,0.53
26624-1-10,18.9,,18.45,27.14,168.81,0.1,200.24,0.57
26624-1-10,19,,18.48,27.06,169.73,0.09,200.53,0.59
26624-1-10,19.1,,18.5,26.98,170.82,0.09,201.17,0.6
26624-1-10,19.2,,18.51,26.88,172.39,0.09,201.95,0.61
26624-1-10,19.3,,18.52,26.79,174.08,0.09,202.9,0.61
26624-1-10,19.4,,18.53,26.72,175.79,0.07,204.1,0.61
26624-1-10,19.5,,18.55,26.66,177.91,0.06,205.46,0.59
26624-1-10,19.6,pass_outcome_incomplete,18.56,26.59,181.01,0.07,206.37,0.56
26624-1-10,19.7,,18.55,26.53,186.55,0.06,206.41,0.51
26624-1-10,19.8,,18.54,26.48,193.41,0.06,205.48,0.48
26624-1-10,19.9,,18.53,26.45,200.83,0.03,203.96,0.45
26624-1-10,20,,18.52,26.43,208.46,0.03,201.85,0.42
26624-1-10,20.1,,18.49,26.4,216.49,0.03,199.1,0.41
26624-1-10,20.2,,18.47,26.38,224.69,0.03,195.92,0.41
26624-1-10,20.3,,18.43,26.37,231.1,0.04,192.4,0.43
26624-1-10,20.4,,18.4,26.35,235.06,0.04,188.83,0.46
26624-1-10,20.5,,18.36,26.33,238.21,0.04,185.24,0.49
26624-1-10,20.6,,18.31,26.31,239.82,0.05,181.75,0.51
26624-1-10,20.7,,18.25,26.31,241.41,0.06,178.4,0.53
26624-1-10,20.8,,18.19,26.3,241.34,0.06,175.3,0.55
26624-1-10,20.9,,18.14,26.31,240.89,0.06,172.45,0.58
26624-1-10,21,,18.07,26.3,238.92,0.07,169.75,0.6
26624-1-10,21.1,,18,26.27,236.32,0.08,166.94,0.63
26624-1-10,21.2,,17.93,26.24,233.19,0.08,164.05,0.65
26624-1-10,21.3,,17.86,26.18,230.42,0.08,161.2,0.67
26624-1-10,21.4,,17.8,26.13,227.73,0.08,158.45,0.69
26624-1-10,21.5,,17.75,26.07,224.76,0.08,155.67,0.71
26624-1-10,21.6,,17.71,26.02,222.02,0.07,152.75,0.73
26624-1-10,21.7,,17.66,25.97,219.11,0.07,149.57,0.76
26624-1-10,21.8,,17.61,25.92,216.21,0.07,146.04,0.79
26624-1-10,21.9,,17.57,25.84,213.12,0.09,142.07,0.82
26624-1-10,22,,17.52,25.75,209.92,0.1,137.91,0.85
26624-1-10,22.1,,17.49,25.66,206.88,0.1,133.4,0.86
26624-1-10,22.2,,17.46,25.57,204.66,0.09,128.4,0.87
26624-1-10,22.3,,17.43,25.49,202.42,0.09,122.96,0.87
26624-1-10,22.4,,17.4,25.4,200.6,0.09,117.08,0.89
26624-1-10,22.5,,17.37,25.33,198.73,0.08,110.86,0.91
26624-1-10,22.6,,17.34,25.25,197.4,0.09,104.57,0.92
26624-1-10,22.7,,17.3,25.15,196.12,0.1,98.51,0.93
26624-1-10,22.8,,17.26,25.05,195.16,0.1,93.02,0.94
26624-1-10,22.9,,17.24,24.95,194.24,0.1,88.2,0.94
26624-1-10,23,,17.23,24.85,194.07,0.1,83.97,0.94
26624-1-10,23.1,,17.21,24.76,193.78,0.09,80.26,0.94
26624-1-10,23.2,,17.2,24.67,193.59,0.09,76.93,0.94
26624-1-10,23.3,,17.19,24.58,193.71,0.1,74.54,0.94
26624-1-10,23.4,,17.18,24.48,194.13,0.1,73.22,0.95
26624-1-10,23.5,,17.17,24.39,194.56,0.09,72.81,0.96
26624-1-10,23.6,,17.14,24.31,194.92,0.09,73.12,0.95
26624-1-10,23.7,,17.12,24.21,195.44,0.1,74.02,0.95
26624-1-10,23.8,,17.1,24.11,195.95,0.1,75.16,0.95
26624-1-10,23.9,,17.08,24.02,196.68,0.1,76.64,0.94
26624-1-10,24,,17.06,23.93,197.77,0.09,78.28,0.93
26624-1-10,24.1,,17.03,23.84,199.54,0.09,80.29,0.91
26624-1-10,24.2,,17,23.76,201.73,0.09,82.84,0.9
26624-1-10,24.3,,16.95,23.67,204.2,0.1,86.05,0.88
26624-1-10,24.4,,16.9,23.58,206.17,0.1,90.09,0.87
26624-1-10,24.5,,16.85,23.5,207.55,0.09,94.55,0.86
26624-1-10,24.6,,16.81,23.41,209.49,0.1,99.25,0.85
26624-1-10,24.7,,16.77,23.31,212.11,0.1,104.33,0.84
26624-1-10,24.8,,16.74,23.23,215,0.09,110,0.82
26624-1-10,24.9,,16.7,23.17,218.02,0.07,116.02,0.81
26624-1-10,25,,16.65,23.12,220.88,0.07,122.29,0.79
26624-1-10,25.1,,16.6,23.08,223.12,0.07,128.42,0.78
